1352,2667,2668
2676,2689,2692
2693,2700,2708
2714,2715,2721
2729,2733,2737
2743,2750,2751
2760,2761,2763
2767,2768,2776
2777,2784,2788
2795,2874,3004
3023,3024,3031
3035,3036,3038
3041,3045,3054
3070,3076,3079
3089,3107,3131
3132,3139,3140
3143,3150,3151
3153,3154,3156
3157,3160,3161
3166,3167,3168
3173,3176,3180
3183,3306,3316
3320,3321,3322
3323,3350,3355
3356,3359,3360
3374,3377,3386
3388,3390,3392
3393,3417,3537
3540,3541,3543
3559,3562,3565
5009,5283,6973
7413,7414,7417
7420,7422,7425
7426,7427,7433
7434,7435,7438
7442,7443,7444
7446,7447,7451
7456,7458,7459
7460,7461,7464
7466,7467,7472
7476,7477,7480
7481,7482,7483
7486,7487,7490
7500,7501,7504
7505,7510,7519
7521,7525,7531
7537,7538,7539
7552,7555,7559
7565,7567,7570
7575,7587,7590
7594,7597,7599
7600,7602,7607
7608,7609,7612
7613,7619,7624
7628,7634,7635
7637,7670,7673
7677,7681,7685
7686,7687,8001
8002,8006,8007
8012,8014,8015
8018,8020,8023
8025,8030,8031
8032,8037,8038
8039,8041,8043
8044,8045,8046
8051,8052,8053
8057,8058,8059
8060,8061,8065
8066,8068,8070
8072,8074,8075
8077,8078,8079
8081,8084,8085
8087,8088,8089
8090,8091,8093
8095,8097,8098
8101,8103,8104
8105,8115,8117
8119,8123,8125
8129,8130,8131
8132,8133,8135
8136,8137,8138
8139,8140,8141
8142,8144,8147
8150,8151,8152
8153,8154,8158
8159,8225,8226
8249,8256,8275
8283,8285,8835
9260,9264,9265
9268,9270,9273
9274,9305,9763
9810,9812,9818
9824,9827,9830
9832,9837,9849
9852,9857,9867
9869,9872,9880
9882,9885,9888
9895,9896,9902
9906,9908,9909
9913,9914,9929
9930,9932,9934
9941,9955,9960
9962,9964,9967
9972,9982,9986
9987,9991,9995
9996,
